EXPEDIENTE,NRO_EXPEDIENTE,AÑO_EXPEDIENTE,DESCRIPCION_VARIABLE,DESCRIPCION_VARIABLE_DESTINO,ACTO_PROCESAL,FECHA_REGISTRO,PROCESO,MATERIA,SUB ESPECIALIDAD,MES,JUZGADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00046-2026-0-2301-JR-LA-02,46,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA IMPROCEDENTE,27/01/2026 15:55,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01199-2025-0-2301-JR-LA-02,1199,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,30/01/2026 17:34,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00746-2024-0-2301-JR-LA-02,746,2024,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,15/01/2026 13:27,ORDINARIO,DECLARACIÓN DE INEFICACIA DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00896-2025-0-2301-JR-LA-02,896,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,28/01/2026 08:20,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01908-2025-0-2301-JR-LA-02,1908,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 15:29,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01653-2025-0-2301-JR-LA-02,1653,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 20:57,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR LEY,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01893-2025-0-2301-JR-LA-02,1893,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 17:34,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01697-2025-0-2301-JR-LA-02,1697,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,28/01/2026 14:29,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00680-2024-0-2301-JR-LA-02,680,2024,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,27/01/2026 16:00,ORDINARIO,DECLARACIÓN DE INEFICACIA DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01672-2023-0-2301-JR-LA-02,1672,2023,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 08:33,ORDINARIO,DECLARACIÓN DE INEFICACIA DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01814-2025-0-2301-JR-LA-02,1814,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 17:36,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01784-2025-0-2301-JR-LA-02,1784,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:32,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01850-2025-0-2301-JR-LA-01,1850,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,28/01/2026 13:16,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01754-2025-0-2301-JR-LA-02,1754,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:34,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01295-2024-0-2301-JR-LA-01,1295,2024,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,12/01/2026 14:55,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01156-2024-0-2301-JR-LA-01,1156,2024,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,06/01/2026 16:56,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01584-2025-0-2301-JR-LA-02,1584,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:32,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01744-2025-0-2301-JR-LA-02,1744,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:33,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01863-2025-0-2301-JR-LA-02,1863,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,28/01/2026 13:17,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Previsional,1,2do Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01751-2025-0-2301-JR-LA-04,1751,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,30/01/2026 16:19,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01442-2025-0-2301-JR-LA-01,1442,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,07/01/2026 16:27,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01256-2025-0-2301-JR-LA-04,1256,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA IMPROCEDENTE,29/01/2026 19:57,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01455-2025-0-2301-JR-LA-04,1455,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:21,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01615-2025-0-2301-JR-LA-04,1615,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,26/01/2026 16:40,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01619-2025-0-2301-JR-LA-04,1619,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,07/01/2026 16:27,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01498-2025-0-2301-JR-LA-01,1498,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,12/01/2026 16:31,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01890-2025-0-2301-JR-LA-04,1890,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:20,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01609-2025-0-2301-JR-LA-04,1609,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,15/01/2026 16:25,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01722-2025-0-2301-JR-LA-04,1722,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,09/01/2026 17:49,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01668-2025-0-2301-JR-LA-04,1668,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 11:22,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01174-2025-0-2301-JR-LA-03,1174,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:20,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01903-2025-0-2301-JR-LA-04,1903,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,13/01/2026 15:54,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01191-2025-0-2301-JR-LA-04,1191,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,20/01/2026 16:37,ORDINARIO,RESTABLECIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01696-2025-0-2301-JR-LA-04,1696,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,26/01/2026 16:41,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01654-2025-0-2301-JR-LA-04,1654,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,26/01/2026 16:41,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00698-2025-0-2301-JR-LA-04,698,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,27/01/2026 15:39,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01605-2025-0-2301-JR-LA-04,1605,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,29/01/2026 17:57,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01730-2025-0-2301-JR-LA-04,1730,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 12:55,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01657-2025-0-2301-JR-LA-03,1657,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,16/01/2026 16:06,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01398-2025-0-2301-JR-LA-04,1398,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA IMPROCEDENTE,20/01/2026 16:37,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01743-2025-0-2301-JR-LA-04,1743,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,16/01/2026 11:34,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01685-2025-0-2301-JR-LA-04,1685,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,29/01/2026 14:51,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01836-2025-0-2301-JR-LA-04,1836,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:19,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01898-2025-0-2301-JR-LA-04,1898,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,23/01/2026 17:26,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01859-2025-0-2301-JR-LA-04,1859,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,23/01/2026 17:27,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01726-2025-0-2301-JR-LA-04,1726,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,30/01/2026 10:09,ORDINARIO,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01901-2025-0-2301-JR-LA-04,1901,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA IMPROCEDENTE,23/01/2026 17:27,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01827-2025-0-2301-JR-LA-04,1827,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,16/01/2026 11:33,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01775-2025-0-2301-JR-LA-04,1775,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 11:22,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01856-2025-0-2301-JR-LA-04,1856,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,13/01/2026 15:55,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01035-2025-0-2301-JR-LA-04,1035,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,15/01/2026 08:14,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01769-2025-0-2301-JR-LA-04,1769,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:20,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01524-2025-0-2301-JR-LA-03,1524,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 19:57,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01925-2025-0-2301-JR-LA-04,1925,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,22/01/2026 16:25,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR LEY,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01567-2025-0-2301-JR-LA-03,1567,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,16/01/2026 11:35,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00047-2026-0-2301-JR-LA-04,47,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 11:23,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01589-2025-0-2301-JR-LA-04,1589,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,16/01/2026 16:06,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01641-2025-0-2301-JR-LA-04,1641,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 17:57,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01293-2024-0-2301-JR-LA-01,1293,2024,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,13/01/2026 17:32,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01702-2025-0-2301-JR-LA-04,1702,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,28/01/2026 15:36,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00039-2026-0-2301-JR-LA-04,39,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 12:54,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01813-2025-0-2301-JR-LA-04,1813,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,30/01/2026 16:19,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01624-2025-0-2301-JR-LA-04,1624,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:41,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00022-2026-0-2301-JR-LA-04,22,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,21/01/2026 15:47,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00226-2025-0-2301-JR-LA-04,226,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA,29/01/2026 15:48,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01636-2025-0-2301-JR-LA-04,1636,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,26/01/2026 16:36,ORDINARIO,DECLARACIÓN DE NULIDAD DE ACTOS ADMINISTRATIVOS,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01757-2025-0-2301-JR-LA-04,1757,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 12:02,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01277-2025-0-2301-JR-LA-04,1277,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,15/01/2026 16:25,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00045-2026-0-2301-JR-LA-04,45,2026,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA INFUNDADA,29/01/2026 12:55,URGENTE,CUMPLIMIENTO DE ACTUACIONES DISPUESTA POR ACTO ADMINISTRATIVO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01892-2025-0-2301-JR-LA-04,1892,2025,SENTENCIAS,TOTAL RESOLUCIONES FINALES EN 1RA INSTANCIA,SENTENCIA FUNDADA EN PARTE,30/01/2026 16:20,ORDINARIO,RECONOCIMIENTO DEL DERECHO TUTELADO,Contencioso Administrativo,1,4to Juzgado de Trabajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
